"ID";"DistrictsAndNeighbourhoods";"MunicipalityName_1";"RegionType_2";"Encoding_3";"ChangeInDistrictOrNeighbourhood_4";"DistanceToGPPractice_5";"Within1Km_6";"Within3Km_7";"Within5Km_8";"DistanceToGPPost_9";"DistanceToPharmacy_10";"DistanceToHospital_11";"Within5Km_12";"Within10Km_13";"Within20Km_14";"DistanceToHospital_15";"Within5Km_16";"Within10Km_17";"Within20Km_18";"DistanceToYouthHealthCentre_19";"DistanceToPhysiotherapist_20";"Within1Km_21";"Within3Km_22";"Within5Km_23";"DistanceToLargeSupermarket_24";"Within1Km_25";"Within3Km_26";"Within5Km_27";"DistanceToShopForOtherDailyFood_28";"Within1Km_29";"Within3Km_30";"Within5Km_31";"DistanceToDepartmentStore_32";"Within5Km_33";"Within10Km_34";"Within20Km_35";"DistanceToCafeEtc_36";"Within1Km_37";"Within3Km_38";"Within5Km_39";"DistanceToCafeteriaEtc_40";"Within1Km_41";"Within3Km_42";"Within5Km_43";"DistanceToRestaurant_44";"Within1Km_45";"Within3Km_46";"Within5Km_47";"DistanceToHotelEtc_48";"Within5Km_49";"Within105km_50";"Within20Km_51";"DistanceToDaycareCentres_52";"Within1Km_53";"Within3Km_54";"Within5Km_55";"DistanceToOutOfSchoolCare_56";"Within1Km_57";"Within3Km_58";"Within5Km_59";"DistanceToSchool_60";"Within1Km_61";"Within3Km_62";"Within5Km_63";"DistanceToSchool_64";"Within3Km_65";"Within5Km_66";"Within10Km_67";"DistanceToSchool_68";"Within3Km_69";"Within5Km_70";"Within10Km_71";"DistanceToSchool_72";"Within3Km_73";"Within5Km_74";"Within10Km_75";"DistanceToPublicGreenTotal_76";"DistanceToPark_77";"DistanceToRecreationalTerrain_78";"DistanceToForest_79";"DistanceToOpenNatTerrainTotal_80";"DistanceToOpenDryNaturalTerrain_81";"DistanceToOpenWetNaturalTerrain_82";"DistanceToSemiPublicGreenTotal_83";"DistanceToSportsArea_84";"DistanceToAllotmentGarden_85";"DistanceToRecreationalArea_86";"DistanceToCemetery_87";"DistanceToRecreationalInlandWaters_88";"DistanceToMainRoadEntrance_89";"DistanceToTrainStationAllTypes_90";"DistanceToImportantTransferStation_91";"DistanceToLibrary_92";"DistanceToSwimmingPool_93";"DistanceToArtificialIceSkatingRink_94";"DistanceToMuseum_95";"Within5Km_96";"Within10Km_97";"Within20Km_98";"DistanceToPerformingArts_99";"Within5Km_100";"Within10Km_101";"Within20Km_102";"DistanceToPopMusicVenue_103";"DistanceToCinema_104";"Within5Km_105";"Within10Km_106";"Within20Km_107";"DistanceToSauna_108";"DistanceToTanningSalon_109";"DistanceToAttraction_110";"Within10Km_111";"Within20Km_112";"Within50Km_113";"DistanceToFireStation_114"
"9745";"BU09350005";"Maastricht                              ";"Neighbourhood";"BU09350005";"1";"     0.9";"     1.3";"    14.2";"    27.3";"     2.9";"     0.9";"     2.7";"     4.0";"     4.0";"     5.0";"     2.9";"     1.0";"     1.0";"     2.0";"       .";"       .";"       .";"       .";"       .";"     0.4";"     5.0";"    21.7";"    33.4";"     0.3";"    24.4";"   112.4";"   145.0";"     0.8";"     5.0";"     6.0";"    11.0";"     0.6";"    16.3";"    88.8";"   103.7";"     0.6";"    21.7";"    98.1";"   125.7";"     0.4";"    52.3";"   239.1";"   264.6";"     0.6";"    50.8";"    68.9";"   168.7";"     0.4";"     1.7";"    22.3";"    44.3";"     0.7";"     0.8";"    14.7";"    26.5";"     0.8";"     0.8";"    14.8";"    27.3";"     1.7";"     3.9";"     8.0";"     9.0";"     1.7";"     3.9";"     8.0";"     9.0";"     1.7";"     2.8";"     5.0";"     6.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.4";"     0.8";"     0.8";"     1.2";"     2.6";"    17.1";"     1.2";"     4.0";"     4.0";"    11.9";"     1.2";"     4.0";"     4.0";"     5.0";"     1.6";"     1.2";"     2.0";"     2.0";"     2.6";"     6.3";"     0.8";"     5.9";"     2.0";"     5.0";"    19.0";"     1.1"
"9746";"BU09350006";"Maastricht                              ";"Neighbourhood";"BU09350006";"1";"     0.5";"     3.3";"    15.6";"    26.3";"     2.1";"     0.6";"     2.1";"     4.0";"     4.0";"     5.0";"     2.1";"     1.0";"     1.0";"     2.0";"       .";"       .";"       .";"       .";"       .";"     0.3";"     4.4";"    22.7";"    33.1";"     0.3";"    23.3";"   120.0";"   145.5";"     0.5";"     5.0";"     6.0";"    11.0";"     0.2";"    14.8";"    91.4";"   103.9";"     0.2";"    25.3";"    99.1";"   124.7";"     0.1";"    52.0";"   242.9";"   267.2";"     0.3";"    50.7";"    73.7";"   178.3";"     0.4";"     2.3";"    28.7";"    43.1";"     0.6";"     1.4";"    17.2";"    26.9";"     0.4";"     1.5";"    16.7";"    26.0";"     1.1";"     5.1";"     8.0";"     9.0";"     1.1";"     5.1";"     8.0";"     9.0";"     1.1";"     3.1";"     5.0";"     6.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.5";"     0.6";"     0.6";"     0.4";"     2.5";"    17.5";"     0.4";"     4.0";"     4.8";"    12.0";"     0.5";"     4.0";"     4.2";"     5.0";"     1.8";"     1.4";"     2.0";"     2.0";"     2.2";"     6.8";"     0.5";"     5.0";"     2.3";"     5.0";"    19.0";"     1.9"
"9747";"WK093501  ";"Maastricht                              ";"District     ";"WK093501  ";"1";"     0.8";"     0.9";"    10.6";"    21.5";"     3.9";"     1.0";"     2.0";"     3.3";"     4.0";"     4.0";"     3.9";"     0.8";"     1.0";"     1.0";"       .";"       .";"       .";"       .";"       .";"     0.7";"     0.9";"    13.4";"    28.2";"     0.5";"     5.2";"    71.5";"   130.1";"     1.9";"     4.7";"     5.8";"    10.4";"     0.5";"     3.6";"    62.4";"    94.4";"     0.6";"     2.1";"    62.7";"   110.5";"     0.4";"    10.6";"   176.7";"   250.6";"     1.3";"    47.1";"    59.5";"   157.3";"     0.6";"     1.2";"    12.9";"    33.9";"     0.7";"     1.1";"    11.3";"    21.1";"     0.7";"     1.0";"     9.9";"    21.6";"     2.4";"     1.9";"     5.9";"     8.8";"     2.4";"     1.9";"     5.9";"     8.8";"     2.4";"     1.2";"     3.6";"     5.8";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     3.4";"     3.3";"     3.3";"     2.6";"     5.3";"    20.0";"     1.8";"     3.9";"     4.0";"    10.8";"     2.0";"     3.8";"     4.0";"     5.0";"     2.9";"     2.8";"     2.0";"     2.0";"     2.0";"     9.2";"     1.4";"     6.6";"     2.0";"     5.0";"    17.7";"     1.4"
"9748";"BU09350100";"Maastricht                              ";"Neighbourhood";"BU09350100";"1";"     0.4";"     1.1";"    11.3";"    24.8";"     2.9";"     0.4";"     2.4";"     4.0";"     4.0";"     4.0";"     2.9";"     1.0";"     1.0";"     1.0";"       .";"       .";"       .";"       .";"       .";"     0.4";"     1.0";"    16.5";"    31.6";"     0.4";"     7.9";"    89.7";"   141.2";"     1.5";"     5.0";"     6.0";"    11.0";"     0.4";"     4.9";"    78.3";"   100.0";"     0.6";"     2.6";"    80.4";"   119.9";"     0.2";"    17.2";"   227.1";"   259.0";"     0.5";"    49.7";"    64.4";"   164.1";"     0.5";"     1.7";"    14.5";"    41.0";"     0.4";"     1.8";"    12.3";"    24.3";"     0.5";"     1.5";"    11.0";"    24.7";"     2.8";"     2.0";"     7.9";"     9.0";"     2.8";"     2.0";"     7.9";"     9.0";"     2.8";"     1.7";"     4.9";"     6.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     2.5";"     2.6";"     2.6";"     2.4";"     4.5";"    19.3";"     1.2";"     4.0";"     4.0";"    11.0";"     1.5";"     4.0";"     4.0";"     5.0";"     2.4";"     2.1";"     2.0";"     2.0";"     2.0";"     8.5";"     1.5";"     5.7";"     2.0";"     5.0";"    18.0";"     0.6"
"9749";"BU09350101";"Maastricht                              ";"Neighbourhood";"BU09350101";"1";"     0.8";"     1.0";"    11.3";"    23.9";"     3.3";"     0.7";"     2.0";"     3.9";"     4.0";"     4.0";"     3.3";"     1.0";"     1.0";"     1.0";"       .";"       .";"       .";"       .";"       .";"     0.8";"     1.1";"    15.5";"    31.0";"     0.6";"     7.2";"    84.9";"   141.5";"     1.6";"     5.0";"     6.0";"    10.9";"     0.3";"     4.1";"    75.3";"    98.8";"     0.3";"     1.6";"    77.0";"   118.7";"     0.4";"    11.6";"   217.5";"   258.9";"     0.5";"    49.1";"    63.0";"   160.6";"     0.6";"     1.3";"    14.3";"    40.0";"     0.8";"     1.2";"    11.9";"    23.7";"     0.8";"     1.1";"    10.5";"    24.1";"     2.6";"     1.8";"     7.7";"     9.0";"     2.6";"     1.8";"     7.7";"     9.0";"     2.6";"     1.0";"     4.7";"     6.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     2.8";"     2.8";"     2.8";"     2.7";"     4.8";"    19.5";"     1.2";"     4.0";"     4.0";"    11.0";"     1.7";"     4.0";"     4.0";"     5.0";"     2.6";"     2.4";"     2.0";"     2.0";"     2.0";"     8.7";"     1.2";"     6.0";"     2.0";"     5.0";"    18.0";"     0.5"
"9750";"BU09350102";"Maastricht                              ";"Neighbourhood";"BU09350102";"1";"     1.2";"     0.8";"    12.6";"    21.7";"     3.9";"     1.6";"     1.2";"     3.3";"     4.0";"     4.0";"     3.9";"     1.0";"     1.0";"     1.0";"       .";"       .";"       .";"       .";"       .";"     0.5";"     1.3";"    15.2";"    29.3";"     0.5";"     4.6";"    83.0";"   140.1";"     1.6";"     5.0";"     6.0";"    10.6";"     0.7";"     3.9";"    72.5";"    97.7";"     0.8";"     2.1";"    71.7";"   115.9";"     0.4";"    12.3";"   198.5";"   255.9";"     1.3";"    47.2";"    58.3";"   156.3";"     0.7";"     0.8";"    15.9";"    36.8";"     1.4";"     0.1";"    13.8";"    21.7";"     1.3";"     0.2";"    12.0";"    23.1";"     1.7";"     2.0";"     5.9";"     9.0";"     1.7";"     2.0";"     5.9";"     9.0";"     1.7";"     1.0";"     3.5";"     6.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     3.4";"     3.1";"     3.1";"     2.4";"     5.3";"    19.8";"     1.5";"     4.0";"     4.0";"    11.0";"     1.7";"     4.0";"     4.0";"     5.0";"     2.6";"     2.5";"     2.0";"     2.0";"     2.0";"     9.0";"     0.6";"     6.7";"     2.0";"     5.0";"    18.0";"     1.4"
"9751";"BU09350103";"Maastricht                              ";"Neighbourhood";"BU09350103";"1";"     1.2";"     0.2";"    10.6";"    17.9";"     4.9";"     1.4";"     1.7";"     2.6";"     4.0";"     4.0";"     4.9";"     0.6";"     1.0";"     1.0";"       .";"       .";"       .";"       .";"       .";"     1.1";"     0.4";"    10.2";"    24.4";"     0.8";"     1.2";"    59.7";"   113.2";"     2.1";"     4.1";"     5.9";"    10.0";"     0.8";"     1.2";"    53.1";"    87.1";"     0.7";"     1.5";"    49.8";"    98.1";"     0.8";"     1.3";"   148.0";"   243.0";"     2.2";"    45.1";"    53.6";"   151.8";"     0.9";"     0.8";"    12.1";"    23.0";"     0.9";"     0.6";"    12.0";"    17.6";"     0.9";"     0.6";"     9.9";"    17.5";"     1.8";"     1.9";"     3.4";"     8.9";"     1.8";"     1.9";"     3.4";"     8.9";"     1.8";"     1.0";"     2.4";"     5.9";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     4.4";"     4.0";"     4.0";"     2.7";"     6.2";"    20.7";"     2.4";"     4.0";"     4.0";"    11.0";"     2.6";"     4.0";"     4.0";"     5.0";"     3.5";"     3.4";"     2.0";"     2.0";"     2.0";"     9.9";"     1.5";"     7.6";"     2.0";"     5.0";"    17.2";"     2.4"
"9752";"BU09350104";"Maastricht                              ";"Neighbourhood";"BU09350104";"1";"     0.8";"     1.0";"     6.7";"    15.3";"     5.6";"     1.1";"     2.5";"     2.0";"     4.0";"     4.0";"     5.6";"     0.0";"     1.0";"     1.0";"       .";"       .";"       .";"       .";"       .";"     0.9";"     0.6";"     5.6";"    20.3";"     0.3";"     2.0";"    17.8";"    98.1";"     2.9";"     3.9";"     5.0";"     9.0";"     0.4";"     2.0";"    12.9";"    80.9";"     0.3";"     2.3";"    13.0";"    87.1";"     0.4";"     1.3";"    30.7";"   226.0";"     3.0";"    41.5";"    52.5";"   145.6";"     0.4";"     1.0";"     5.8";"    18.9";"     0.4";"     1.0";"     5.4";"    14.3";"     0.4";"     1.0";"     4.9";"    14.2";"     2.6";"     1.6";"     2.0";"     8.0";"     2.6";"     1.6";"     2.0";"     8.0";"     2.6";"     1.0";"     1.0";"     5.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     5.1";"     4.8";"     4.8";"     3.3";"     7.0";"    21.5";"     3.2";"     3.6";"     4.0";"    10.0";"     3.4";"     2.6";"     4.0";"     5.0";"     4.3";"     4.2";"     2.0";"     2.0";"     2.0";"    10.7";"     2.3";"     8.4";"     2.0";"     5.0";"    17.0";"     3.1"
"9753";"BU09350105";"Maastricht                              ";"Neighbourhood";"BU09350105";"1";"     1.9";"     0.0";"     6.1";"    16.8";"     4.6";"     2.0";"     3.0";"     2.5";"     4.0";"     4.0";"     4.6";"     0.7";"     1.0";"     1.0";"       .";"       .";"       .";"       .";"       .";"     1.9";"     0.1";"     6.5";"    22.2";"     1.6";"     0.3";"    37.8";"   112.1";"     2.9";"     4.2";"     5.6";"     9.7";"     1.2";"     0.6";"    35.5";"    86.0";"     1.6";"     0.3";"    30.1";"    94.2";"     0.9";"     1.4";"   100.5";"   234.0";"     2.0";"    43.6";"    54.8";"   151.6";"     1.7";"     0.0";"     6.4";"    25.6";"     1.8";"     0.0";"     6.4";"    17.5";"     1.8";"     0.0";"     5.0";"    17.4";"     3.5";"     0.5";"     3.6";"     8.6";"     3.5";"     0.5";"     3.6";"     8.6";"     3.5";"     0.3";"     2.2";"     5.6";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     4.2";"     4.2";"     4.2";"     3.8";"     6.2";"    20.9";"     2.6";"     4.0";"     4.0";"    10.6";"     2.5";"     3.9";"     4.0";"     5.0";"     3.8";"     3.7";"     1.8";"     2.0";"     2.0";"    10.1";"     2.3";"     7.4";"     2.0";"     5.0";"    17.2";"     2.0"
"9754";"WK093502  ";"Maastricht                              ";"District     ";"WK093502  ";"1";"     0.6";"     2.3";"    10.9";"    18.2";"     5.5";"     0.8";"     1.2";"     2.4";"     4.0";"     4.0";"     5.5";"     0.3";"     1.0";"     1.0";"       .";"       .";"       .";"       .";"       .";"     0.5";"     2.3";"    13.1";"    24.4";"     0.5";"     6.6";"    56.7";"   113.4";"     1.5";"     4.1";"     5.9";"    10.3";"     0.9";"     3.7";"    45.6";"    87.6";"     0.5";"     5.3";"    49.3";"    98.7";"     0.7";"     5.8";"   116.8";"   237.0";"     2.2";"    43.7";"    56.5";"   147.3";"     0.5";"     1.9";"    12.0";"    24.0";"     1.1";"     1.4";"     9.5";"    17.0";"     0.6";"     1.6";"     9.4";"    17.2";"     1.3";"     2.0";"     3.6";"     8.9";"     1.3";"     2.0";"     3.6";"     8.9";"     1.4";"     1.0";"     2.2";"     5.9";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     4.1";"     3.9";"     3.9";"     1.5";"     5.4";"    19.9";"     2.7";"     3.5";"     4.0";"    10.8";"     2.5";"     3.2";"     4.0";"     5.0";"     2.9";"     3.2";"     2.0";"     2.0";"     2.0";"     9.1";"     1.4";"     8.2";"     2.0";"     5.0";"    17.7";"     3.0"
"9755";"BU09350200";"Maastricht                              ";"Neighbourhood";"BU09350200";"1";"     0.4";"     3.9";"    14.2";"    21.5";"     4.6";"     1.1";"     0.7";"     3.3";"     4.0";"     4.0";"     4.6";"     0.9";"     1.0";"     1.0";"       .";"       .";"       .";"       .";"       .";"     0.4";"     4.3";"    19.1";"    28.2";"     0.5";"    12.9";"    91.8";"   132.9";"     0.7";"     4.5";"     6.0";"    11.0";"     0.4";"     9.1";"    76.1";"    94.6";"     0.3";"    11.6";"    79.0";"   113.0";"     0.4";"    11.3";"   211.6";"   252.5";"     1.3";"    47.8";"    61.0";"   156.3";"     0.5";"     2.1";"    16.4";"    32.4";"     0.6";"     1.8";"    13.5";"    21.0";"     0.4";"     2.3";"    12.5";"    22.5";"     0.8";"     2.0";"     5.7";"     9.0";"     0.8";"     2.0";"     5.7";"     9.0";"     0.8";"     1.0";"     3.6";"     6.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     3.3";"     2.9";"     2.9";"     1.2";"     4.6";"    19.0";"     1.7";"     4.0";"     4.0";"    11.0";"     1.5";"     4.0";"     4.0";"     5.0";"     2.0";"     2.3";"     2.0";"     2.0";"     2.0";"     8.2";"     1.0";"     7.3";"     2.0";"     5.0";"    18.0";"     2.1"
"9756";"BU09350201";"Maastricht                              ";"Neighbourhood";"BU09350201";"1";"     0.5";"     3.5";"    15.0";"    22.5";"     4.0";"     1.4";"     0.6";"     3.7";"     4.0";"     4.0";"     4.0";"     1.0";"     1.0";"     1.0";"       .";"       .";"       .";"       .";"       .";"     0.4";"     3.6";"    20.3";"    29.7";"     0.4";"    13.2";"    94.7";"   141.0";"     1.0";"     5.0";"     6.0";"    10.9";"     0.3";"    13.5";"    79.9";"    97.7";"     0.3";"     9.7";"    83.2";"   117.2";"     0.3";"    24.8";"   219.5";"   256.8";"     1.0";"    48.0";"    60.8";"   157.0";"     0.5";"     1.9";"    17.0";"    36.9";"     0.8";"     2.0";"    13.9";"    21.7";"     0.7";"     2.3";"    13.0";"    23.4";"     1.1";"     2.0";"     6.6";"     9.0";"     1.1";"     2.0";"     6.6";"     9.0";"     1.1";"     1.0";"     3.9";"     6.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     3.4";"     2.7";"     2.7";"     1.8";"     4.8";"    19.3";"     1.4";"     4.0";"     4.0";"    11.0";"     1.3";"     4.0";"     4.0";"     5.0";"     2.0";"     2.1";"     2.0";"     2.0";"     2.0";"     8.5";"     0.5";"     6.7";"     2.0";"     5.0";"    18.0";"     1.5"
"9757";"BU09350202";"Maastricht                              ";"Neighbourhood";"BU09350202";"1";"     0.7";"     1.9";"    12.7";"    17.6";"     5.3";"     0.7";"     1.2";"     2.0";"     4.0";"     4.0";"     5.3";"     0.0";"     1.0";"     1.0";"       .";"       .";"       .";"       .";"       .";"     0.4";"     2.0";"    13.1";"    24.4";"     0.4";"     6.0";"    66.1";"   110.2";"     1.1";"     4.0";"     6.0";"    10.1";"     1.3";"     0.1";"    54.2";"    87.7";"     0.4";"     4.2";"    58.2";"    97.9";"     0.4";"     1.6";"   148.1";"   241.2";"     2.2";"    42.9";"    54.0";"   148.3";"     0.4";"     2.8";"    14.0";"    21.6";"     0.4";"     3.3";"    11.0";"    16.5";"     0.5";"     2.2";"    10.3";"    15.8";"     0.7";"     2.0";"     2.9";"     9.0";"     0.7";"     2.0";"     2.9";"     9.0";"     0.7";"     1.0";"     1.9";"     6.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     4.4";"     3.9";"     3.9";"     1.5";"     5.7";"    20.1";"     2.7";"     4.0";"     4.0";"    11.0";"     2.5";"     3.7";"     4.0";"     5.0";"     3.1";"     3.3";"     2.0";"     2.0";"     2.0";"     9.3";"     1.8";"     8.1";"     2.0";"     5.0";"    17.9";"     2.8"
"9758";"BU09350203";"Maastricht                              ";"Neighbourhood";"BU09350203";"1";"     0.4";"     1.4";"    11.5";"    17.5";"     5.7";"     0.4";"     1.4";"     2.0";"     4.0";"     4.0";"     5.7";"     0.0";"     1.0";"     1.0";"       .";"       .";"       .";"       .";"       .";"     0.9";"     1.1";"    12.0";"    23.3";"     0.9";"     3.8";"    52.5";"   105.5";"     1.1";"     4.0";"     6.0";"    10.4";"     1.2";"     0.2";"    40.5";"    87.7";"     0.4";"     3.3";"    47.4";"    95.7";"     0.9";"     0.9";"   103.6";"   237.0";"     2.4";"    42.1";"    54.0";"   146.7";"     0.3";"     1.4";"    12.1";"    19.4";"     1.1";"     0.6";"     9.9";"    15.2";"     0.3";"     1.4";"    10.0";"    14.8";"     0.6";"     2.0";"     2.7";"     9.0";"     0.6";"     2.0";"     2.7";"     9.0";"     0.9";"     1.0";"     1.7";"     6.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     4.2";"     4.1";"     4.1";"     0.8";"     5.5";"    19.9";"     2.9";"     4.0";"     4.0";"    11.0";"     2.7";"     3.0";"     4.0";"     5.0";"     3.2";"     3.5";"     2.0";"     2.0";"     2.0";"     9.1";"     1.7";"     8.5";"     2.0";"     5.0";"    18.0";"     3.2"
"9759";"BU09350204";"Maastricht                              ";"Neighbourhood";"BU09350204";"1";"     0.6";"     2.8";"    11.7";"    18.8";"     5.6";"     0.7";"     0.6";"     2.0";"     4.0";"     4.0";"     5.6";"     0.0";"     1.0";"     1.0";"       .";"       .";"       .";"       .";"       .";"     0.7";"     2.3";"    14.1";"    25.7";"     0.7";"     6.3";"    61.0";"   114.2";"     1.2";"     4.0";"     6.0";"    11.0";"     0.5";"     1.3";"    53.1";"    89.8";"     0.7";"     5.0";"    56.1";"   102.9";"     0.8";"     1.5";"   136.3";"   240.1";"     2.2";"    43.8";"    58.3";"   147.9";"     0.7";"     2.6";"    11.7";"    22.3";"     1.5";"     0.0";"     9.4";"    16.2";"     0.8";"     1.3";"     9.2";"    17.0";"     1.0";"     2.0";"     3.3";"     9.0";"     1.0";"     2.0";"     3.3";"     9.0";"     1.3";"     1.0";"     2.3";"     6.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     3.6";"     3.8";"     3.8";"     0.4";"     4.9";"    19.3";"     2.7";"     4.0";"     4.0";"    11.0";"     2.5";"     3.2";"     4.0";"     5.0";"     2.6";"     3.0";"     2.0";"     2.0";"     2.0";"     8.5";"     0.9";"     8.4";"     2.0";"     5.0";"    18.0";"     3.1"
"9760";"BU09350205";"Maastricht                              ";"Neighbourhood";"BU09350205";"1";"     0.4";"     1.3";"    11.3";"    20.3";"     5.3";"     0.4";"     0.4";"     2.2";"     4.0";"     4.0";"     5.3";"     0.0";"     1.0";"     1.0";"       .";"       .";"       .";"       .";"       .";"     0.4";"     1.4";"    16.0";"    27.2";"     0.3";"     7.3";"    75.6";"   121.3";"     1.4";"     4.0";"     6.0";"    11.0";"     0.6";"     2.1";"    66.1";"    90.9";"     0.3";"     4.2";"    66.7";"   106.8";"     0.3";"     2.4";"   180.0";"   244.6";"     1.8";"    46.4";"    62.6";"   151.3";"     0.4";"     2.5";"    13.7";"    26.8";"     1.3";"     0.1";"    10.7";"    18.9";"     0.4";"     1.1";"     9.9";"    19.2";"     1.5";"     2.0";"     4.6";"     9.0";"     1.5";"     2.0";"     4.6";"     9.0";"     1.6";"     1.0";"     3.4";"     6.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     3.0";"     3.3";"     3.3";"     1.0";"     4.3";"    18.7";"     2.3";"     4.0";"     4.0";"    11.0";"     2.0";"     3.3";"     4.0";"     5.0";"     2.0";"     2.4";"     2.0";"     2.0";"     2.0";"     7.9";"     0.4";"     8.1";"     2.0";"     5.0";"    18.0";"     2.9"
"9761";"BU09350206";"Maastricht                              ";"Neighbourhood";"BU09350206";"1";"     0.8";"     1.8";"     8.7";"    18.2";"     6.1";"     0.7";"     1.0";"     2.0";"     4.0";"     4.0";"     6.1";"     0.0";"     1.0";"     1.0";"       .";"       .";"       .";"       .";"       .";"     0.7";"     1.8";"    11.5";"    24.4";"     0.6";"     4.6";"    42.8";"   109.8";"     2.1";"     4.0";"     6.0";"    10.8";"     0.9";"     0.8";"    36.7";"    88.6";"     0.5";"     3.8";"    39.0";"    99.2";"     0.9";"     0.7";"    74.2";"   236.6";"     2.6";"    43.0";"    56.8";"   143.3";"     0.8";"     1.6";"     8.4";"    20.2";"     2.2";"     0.0";"     5.7";"    15.2";"     0.7";"     1.1";"     7.1";"    15.6";"     2.0";"     2.0";"     3.0";"     9.0";"     2.0";"     2.0";"     3.0";"     9.0";"     2.3";"     1.0";"     2.0";"     6.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     3.7";"     4.0";"     4.0";"     1.4";"     5.1";"    19.5";"     3.1";"     3.8";"     4.0";"    11.0";"     2.8";"     3.0";"     4.0";"     5.0";"     2.8";"     3.1";"     2.0";"     2.0";"     2.0";"     8.7";"     0.9";"     8.9";"     2.0";"     5.0";"    18.0";"     3.8"
"9762";"BU09350207";"Maastricht                              ";"Neighbourhood";"BU09350207";"1";"     0.5";"     2.1";"     7.7";"    15.3";"     6.5";"     0.5";"     1.4";"     2.0";"     4.0";"     4.0";"     6.5";"     0.0";"     1.0";"     1.0";"       .";"       .";"       .";"       .";"       .";"     0.5";"     2.1";"     8.6";"    20.8";"     0.5";"     2.3";"    27.6";"    96.6";"     2.1";"     3.8";"     6.0";"    10.1";"     1.3";"     0.3";"    15.3";"    80.9";"     0.5";"     2.9";"    22.4";"    85.2";"     1.6";"     0.1";"    24.1";"   219.7";"     3.1";"    40.1";"    52.9";"   138.3";"     0.5";"     1.4";"     8.2";"    17.4";"     2.4";"     0.0";"     5.1";"    14.0";"     0.6";"     1.0";"     6.6";"    13.4";"     1.9";"     2.0";"     2.0";"     9.0";"     1.9";"     2.0";"     2.0";"     9.0";"     2.2";"     1.0";"     1.0";"     6.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     4.4";"     4.7";"     4.7";"     1.1";"     5.8";"    20.2";"     3.6";"     2.7";"     4.0";"    10.8";"     3.4";"     2.5";"     4.0";"     5.0";"     3.5";"     3.8";"     2.0";"     2.0";"     2.0";"     9.4";"     1.6";"     9.3";"     2.0";"     5.0";"    17.7";"     4.0"
